ACEI,Type,dmd,Description
Ramipril,ACEI,5631411000001102,Ramipril 5mg capsules (Sterwin Medicines) (product)
Ramipril,ACEI,5631511000001103,Ramipril 5mg capsules (Sterwin Medicines) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,5631611000001104,Ramipril 10mg capsules (Sterwin Medicines) (product)
Ramipril,ACEI,5631711000001108,Ramipril 10mg capsules (Sterwin Medicines) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,5632211000001108,Ramipril 1.25mg capsules (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5632311000001100,Ramipril 1.25mg capsules (Kent Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5632411000001107,Ramipril 2.5mg capsules (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5632511000001106,Ramipril 2.5mg capsules (Kent Pharmaceuticals Ltd) 28 capsule (product)
Ramipril,ACEI,5632611000001105,Ramipril 5mg capsules (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5632711000001101,Ramipril 5mg capsules (Kent Pharmaceuticals Ltd) 28 capsule (product)
Ramipril,ACEI,5632811000001109,Ramipril 10mg capsules (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5632911000001104,Ramipril 10mg capsules (Kent Pharmaceuticals Ltd) 28 capsule (product)
Ramipril,ACEI,5637511000001109,Ramipril 2.5mg capsules (Genus Pharmaceuticals) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,5710811000001107,Ramipril 1.25mg tablets (IVAX Pharmaceuticals UK Ltd) (product)
Ramipril,ACEI,5711511000001102,Ramipril 1.25mg tablets (IVAX Pharmaceuticals UK Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5712111000001101,Ramipril 2.5mg tablets (IVAX Pharmaceuticals UK Ltd) (product)
Ramipril,ACEI,5714511000001100,Ramipril 2.5mg tablets (IVAX Pharmaceuticals UK Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5715011000001107,Ramipril 5mg tablets (IVAX Pharmaceuticals UK Ltd) (product)
Ramipril,ACEI,5715511000001104,Ramipril 5mg tablets (IVAX Pharmaceuticals UK Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5716011000001103,Ramipril 10mg tablets (IVAX Pharmaceuticals UK Ltd) (product)
Ramipril,ACEI,5716411000001107,Ramipril 10mg tablets (IVAX Pharmaceuticals UK Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5873711000001102,Ramipril 1.25mg capsules (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5874811000001108,Ramipril 1.25mg capsules (A A H Pharmaceuticals Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,5875911000001104,Ramipril 2.5mg capsules (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5876411000001103,Ramipril 2.5mg capsules (A A H Pharmaceuticals Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,5878511000001103,Ramipril 5mg capsules (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5879911000001102,Ramipril 5mg capsules (A A H Pharmaceuticals Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,5880511000001109,Ramipril 10mg capsules (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5881011000001105,Ramipril 10mg capsules (A A H Pharmaceuticals Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,5881111000001106,Ramipril 1.25mg tablets (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5883911000001105,Ramipril 1.25mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5884511000001100,Ramipril 2.5mg tablets (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5884911000001107,Ramipril 2.5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5885211000001102,Ramipril 5mg tablets (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5885611000001100,Ramipril 5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5885911000001106,Ramipril 10mg tablets (A A H Pharmaceuticals Ltd) (product)
Ramipril,ACEI,5886211000001108,Ramipril 10mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,5919811000001106,Ramipril 1.25mg capsules (Unichem Plc) (product)
Ramipril,ACEI,5920111000001103,Ramipril 1.25mg capsules (Unichem Plc) 28 capsule (product)
Ramipril,ACEI,5921211000001103,Ramipril 2.5mg capsules (Unichem Plc) (product)
Ramipril,ACEI,5922011000001100,Ramipril 2.5mg capsules (Unichem Plc) 28 capsule (product)
Ramipril,ACEI,5923011000001109,Ramipril 5mg capsules (Unichem Plc) (product)
Ramipril,ACEI,5924611000001104,Ramipril 5mg capsules (Unichem Plc) 28 capsule (product)
Ramipril,ACEI,5925111000001106,Ramipril 10mg capsules (Unichem Plc) (product)
Ramipril,ACEI,5925511000001102,Ramipril 10mg capsules (Unichem Plc) 28 capsule (product)
Ramipril,ACEI,5927411000001107,Ramipril 1.25mg tablets (Unichem Plc) (product)
Ramipril,ACEI,5927511000001106,Ramipril 1.25mg tablets (Unichem Plc) 28 tablet (product)
Ramipril,ACEI,5928111000001101,Ramipril 2.5mg tablets (Unichem Plc) (product)
Ramipril,ACEI,5928311000001104,Ramipril 2.5mg tablets (Unichem Plc) 28 tablet (product)
Ramipril,ACEI,5932311000001104,Ramipril 5mg tablets (Unichem Plc) (product)
Ramipril,ACEI,5936411000001107,Ramipril 5mg tablets (Unichem Plc) 28 tablet (product)
Ramipril,ACEI,5937511000001108,Ramipril 10mg tablets (Unichem Plc) (product)
Ramipril,ACEI,5938711000001102,Ramipril 10mg tablets (Unichem Plc) 28 tablet (product)
Ramipril,ACEI,7338611000001103,Ramipril 1.25mg capsules (Sterwin Medicines) (product)
Ramipril,ACEI,7338711000001107,Ramipril 1.25mg capsules (Sterwin Medicines) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,7338811000001104,Ramipril 1.25mg tablets (Sterwin Medicines) (product)
Ramipril,ACEI,7338911000001109,Ramipril 1.25mg tablets (Sterwin Medicines) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7339011000001100,Ramipril 2.5mg tablets (Sterwin Medicines) (product)
Ramipril,ACEI,7339111000001104,Ramipril 2.5mg tablets (Sterwin Medicines) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7339211000001105,Ramipril 5mg tablets (Sterwin Medicines) (product)
Ramipril,ACEI,7339311000001102,Ramipril 5mg tablets (Sterwin Medicines) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7339411000001109,Ramipril 10mg tablets (Sterwin Medicines) (product)
Ramipril,ACEI,7339511000001108,Ramipril 10mg tablets (Sterwin Medicines) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7432811000001105,Ramipril 1.25mg capsules (Generics (UK) Ltd) (product)
Ramipril,ACEI,7432911000001100,Ramipril 1.25mg capsules (Generics (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,7433011000001108,Ramipril 2.5mg capsules (Generics (UK) Ltd) (product)
Ramipril,ACEI,7433111000001109,Ramipril 2.5mg capsules (Generics (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,7433211000001103,Ramipril 5mg capsules (Generics (UK) Ltd) (product)
Ramipril,ACEI,7433411000001104,Ramipril 5mg capsules (Generics (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,7433511000001100,Ramipril 10mg capsules (Generics (UK) Ltd) (product)
Ramipril,ACEI,7433711000001105,Ramipril 10mg capsules (Generics (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,7562211000001109,Ramipril 1.25mg tablets (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,7562311000001101,Ramipril 1.25mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7562411000001108,Ramipril 2.5mg tablets (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,7562511000001107,Ramipril 2.5mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7562611000001106,Ramipril 5mg tablets (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,7562711000001102,Ramipril 5mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7562811000001105,Ramipril 10mg tablets (Kent Pharmaceuticals Ltd) (product)
Ramipril,ACEI,7562911000001100,Ramipril 10mg tablets (Kent Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,7816611000001107,Ramipril 1.25mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,7816911000001101,Ramipril 1.25mg capsules (Ranbaxy (UK) Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,7817811000001108,Ramipril 2.5mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,7818011000001101,Ramipril 2.5mg capsules (Ranbaxy (UK) Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,7818311000001103,Ramipril 5mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,7818411000001105,Ramipril 5mg capsules (Ranbaxy (UK) Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,7818511000001109,Ramipril 10mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,7818611000001108,Ramipril 10mg capsules (Ranbaxy (UK) Ltd) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,7948711000001102,Lopace 2.5mg capsules (Discovery Pharmaceuticals) (product)
Ramipril,ACEI,7948811000001105,Lopace 2.5mg capsules (Discovery Pharmaceuticals) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,7948911000001100,Lopace 5mg capsules (Discovery Pharmaceuticals) (product)
Ramipril,ACEI,7949011000001109,Lopace 5mg capsules (Discovery Pharmaceuticals) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,7949111000001105,Lopace 10mg capsules (Discovery Pharmaceuticals) (product)
Ramipril,ACEI,7949311000001107,Lopace 10mg capsules (Discovery Pharmaceuticals) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,8146411000001104,Ranace 1.25mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,8146511000001100,Ranace 1.25mg capsules (Ranbaxy (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,8146611000001101,Ranace 2.5mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,8146711000001105,Ranace 2.5mg capsules (Ranbaxy (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,8146811000001102,Ranace 5mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,8146911000001107,Ranace 5mg capsules (Ranbaxy (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,8147011000001106,Ranace 10mg capsules (Ranbaxy (UK) Ltd) (product)
Ramipril,ACEI,8147111000001107,Ranace 10mg capsules (Ranbaxy (UK) Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,8266111000001102,Ramipril 1.25mg capsules (Alpharma Limited) (product)
Ramipril,ACEI,8266311000001100,Ramipril 1.25mg capsules (Alpharma Limited) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,8266411000001107,Ramipril 2.5mg capsules (Alpharma Limited) (product)
Ramipril,ACEI,8266711000001101,Ramipril 2.5mg capsules (Alpharma Limited) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,8267111000001104,Ramipril 5mg capsules (Alpharma Limited) (product)
Ramipril,ACEI,8267311000001102,Ramipril 5mg capsules (Alpharma Limited) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,8267511000001108,Ramipril 10mg capsules (Alpharma Limited) (product)
Ramipril,ACEI,8267611000001107,Ramipril 10mg capsules (Alpharma Limited) 28 capsule 4 x 7 capsules (product)
Ramipril,ACEI,8438201000001104,Lopace 5mg capsule
Ramipril,ACEI,8449501000001107,Lopace 2.5mg capsule
Ramipril,ACEI,8449601000001106,Lopace 10mg capsule
Ramipril,ACEI,8546101000001101,Lopace (qualifier value)
Ramipril,ACEI,8557901000001103,Ranace 10mg capsule
Ramipril,ACEI,8558001000001101,Ranace 5mg capsule
Ramipril,ACEI,8558101000001100,Ranace 2.5mg capsule
Ramipril,ACEI,8558201000001107,Ranace 1.25mg capsule
Ramipril,ACEI,8595301000001101,Ranace (qualifier value)
Ramipril,ACEI,8693011000001106,Ramipril 10mg/5ml oral solution 1 ml (product)
Ramipril,ACEI,8693111000001107,Ramipril 2.5mg/5ml oral solution 1 ml (product)
Ramipril,ACEI,8693211000001101,Ramipril 10mg/5ml oral solution (Special Order) (product)
Ramipril,ACEI,8693311000001109,Ramipril 2.5mg/5ml oral solution (Special Order) (product)
Ramipril,ACEI,8693411000001102,Ramipril 10mg/5ml oral solution (Special Order) 1 ml (product)
Ramipril,ACEI,8693511000001103,Ramipril 2.5mg/5ml oral solution (Special Order) 1 ml (product)
Ramipril,ACEI,8693611000001104,Ramipril 10mg/5ml oral suspension 1 ml (product)
Ramipril,ACEI,8693711000001108,Ramipril 10mg/5ml oral suspension (Special Order) (product)
Ramipril,ACEI,8693811000001100,Ramipril 10mg/5ml oral suspension (Special Order) 1 ml (product)
Ramipril,ACEI,8693911000001105,Ramipril 2.5mg/5ml oral suspension 1 ml (product)
Ramipril,ACEI,8694011000001108,Ramipril 2.5mg/5ml oral suspension (Special Order) (product)
Ramipril,ACEI,8694111000001109,Ramipril 2.5mg/5ml oral suspension (Special Order) 1 ml (product)
Ramipril,ACEI,8694211000001103,Ramipril 1.25mg/5ml oral solution 1 ml (product)
Ramipril,ACEI,8694311000001106,Ramipril 1.25mg/5ml oral solution (Special Order) (product)
Ramipril,ACEI,8694511000001100,Ramipril 5mg/5ml oral solution 1 ml (product)
Ramipril,ACEI,8694711000001105,Ramipril 1.25mg/5ml oral solution (Special Order) 1 ml (product)
Ramipril,ACEI,8694911000001107,Ramipril 5mg/5ml oral solution (Special Order) (product)
Ramipril,ACEI,8695111000001108,Ramipril 5mg/5ml oral solution (Special Order) 1 ml (product)
Ramipril,ACEI,8695411000001103,Ramipril 1.25mg/5ml oral suspension 1 ml (product)
Ramipril,ACEI,8695511000001104,Ramipril 1.25mg/5ml oral suspension (Special Order) (product)
Ramipril,ACEI,8695611000001100,Ramipril 5mg/5ml oral suspension 1 ml (product)
Ramipril,ACEI,8695711000001109,Ramipril 1.25mg/5ml oral suspension (Special Order) 1 ml (product)
Ramipril,ACEI,8695811000001101,Ramipril 5mg/5ml oral suspension (Special Order) (product)
Ramipril,ACEI,8695911000001106,Ramipril 5mg/5ml oral suspension (Special Order) 1 ml (product)
Ramipril,ACEI,8720211000001109,Ramipril 1.25mg/5ml oral solution (product)
Ramipril,ACEI,8720311000001101,Ramipril 1.25mg/5ml oral suspension (product)
Ramipril,ACEI,8720411000001108,Ramipril 10mg/5ml oral solution (product)
Ramipril,ACEI,8720511000001107,Ramipril 10mg/5ml oral suspension (product)
Ramipril,ACEI,8720611000001106,Ramipril 2.5mg/5ml oral solution (product)
Ramipril,ACEI,8720711000001102,Ramipril 2.5mg/5ml oral suspension (product)
Ramipril,ACEI,8720811000001105,Ramipril 5mg/5ml oral solution (product)
Ramipril,ACEI,8720911000001100,Ramipril 5mg/5ml oral suspension (product)
Ramipril,ACEI,9373501000001104,Tritace (product)
Ramipril,ACEI,9513201000001105,Lopace (product)
Ramipril,ACEI,9805611000001106,Ramipril 2.5mg capsules (Almus Pharmaceutical Ltd) (product)
Ramipril,ACEI,9805811000001105,Ramipril 2.5mg capsules (Almus Pharmaceutical Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,9806011000001108,Ramipril 1.25mg capsules (Almus Pharmaceutical Ltd) (product)
Ramipril,ACEI,9806211000001103,Ramipril 1.25mg capsules (Almus Pharmaceutical Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,10296511000001109,Ramipril 5mg capsules (Focus Pharmaceuticals Ltd) (product)
Ramipril,ACEI,10296611000001108,Ramipril 5mg capsules (Focus Pharmaceuticals Ltd) 28 capsule (product)
Ramipril,ACEI,10296711000001104,Ramipril 2.5mg capsules (Focus Pharmaceuticals Ltd) (product)
Ramipril,ACEI,10296811000001107,Ramipril 2.5mg capsules (Focus Pharmaceuticals Ltd) 28 capsule (product)
Ramipril,ACEI,10297111000001102,Ramipril 10mg capsules (Focus Pharmaceuticals Ltd) (product)
Ramipril,ACEI,10297211000001108,Ramipril 10mg capsules (Focus Pharmaceuticals Ltd) 28 capsule (product)
Ramipril,ACEI,10297411000001107,Ramipril 1.25mg capsules (Focus Pharmaceuticals Ltd) (product)
Ramipril,ACEI,10297611000001105,Ramipril 1.25mg capsules (Focus Pharmaceuticals Ltd) 28 capsule (product)
Ramipril,ACEI,10412011000001100,Ramipril 1.25mg capsules (Arrow Generics Ltd) (product)
Ramipril,ACEI,10412111000001104,Ramipril 1.25mg capsules (Arrow Generics Ltd) 28 capsule (product)
Ramipril,ACEI,10412211000001105,Ramipril 2.5mg capsules (Arrow Generics Ltd) (product)
Ramipril,ACEI,10412311000001102,Ramipril 2.5mg capsules (Arrow Generics Ltd) 28 capsule (product)
Ramipril,ACEI,10412411000001109,Ramipril 5mg capsules (Arrow Generics Ltd) (product)
Ramipril,ACEI,10412511000001108,Ramipril 5mg capsules (Arrow Generics Ltd) 28 capsule (product)
Ramipril,ACEI,10412711000001103,Ramipril 10mg capsules (Arrow Generics Ltd) (product)
Ramipril,ACEI,10412911000001101,Ramipril 10mg capsules (Arrow Generics Ltd) 28 capsule (product)
Ramipril,ACEI,10441011000001101,Ramipril 1.25mg tablets (Niche Generics Ltd) (product)
Ramipril,ACEI,10441111000001100,Ramipril 1.25mg tablets (Niche Generics Ltd) 28 tablet (product)
Ramipril,ACEI,10441211000001106,Ramipril 10mg tablets (Niche Generics Ltd) (product)
Ramipril,ACEI,10441311000001103,Ramipril 10mg tablets (Niche Generics Ltd) 28 tablet (product)
Ramipril,ACEI,10441411000001105,Ramipril 2.5mg tablets (Niche Generics Ltd) (product)
Ramipril,ACEI,10441511000001109,Ramipril 2.5mg tablets (Niche Generics Ltd) 28 tablet (product)
Ramipril,ACEI,10441611000001108,Ramipril 5mg tablets (Niche Generics Ltd) (product)
Ramipril,ACEI,10441711000001104,Ramipril 5mg tablets (Niche Generics Ltd) 28 tablet (product)
Ramipril,ACEI,10720911000001101,Ramipril 2.5mg tablets (Actavis UK Ltd) (product)
Ramipril,ACEI,10721011000001109,Ramipril 2.5mg tablets (Actavis UK Ltd) 28 tablet 4 x 7 tablets (product)
Ramipril,ACEI,10721111000001105,Ramipril 5mg tablets (Actavis UK Ltd) (product)
Ramipril,ACEI,10721211000001104,Ramipril 5mg tablets (Actavis UK Ltd) 28 tablet 4 x 7 tablets (product)
Ramipril,ACEI,10721411000001100,Ramipril 10mg tablets (Actavis UK Ltd) (product)
Ramipril,ACEI,10721611000001102,Ramipril 10mg tablets (Actavis UK Ltd) 28 tablet 4 x 7 tablets (product)
Ramipril,ACEI,10746301000001104,RAMIPRIL 2.5mg+5mg+10mg tablets titration pack
Ramipril,ACEI,10746401000001107,TRITACE Titration Pack tablets
Ramipril,ACEI,11390201000001106,RAMIPRIL 2.5mg/5mL oral solution
Ramipril,ACEI,11407911000001108,Ramipril 5mg capsules (Almus Pharmaceuticals Ltd) (product)
Ramipril,ACEI,11408111000001106,Ramipril 5mg capsules (Almus Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,11408211000001100,Ramipril 10mg capsules (Almus Pharmaceuticals Ltd) (product)
Ramipril,ACEI,11408311000001108,Ramipril 10mg capsules (Almus Pharmaceuticals Ltd) 28 capsule 2 x 14 capsules (product)
Ramipril,ACEI,11413411000001105,Ramipril 1.25mg tablets (Pliva Pharma Ltd) (product)
Ramipril,ACEI,11413511000001109,Ramipril 1.25mg tablets (Pliva Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,11413611000001108,Ramipril 10mg tablets (Pliva Pharma Ltd) (product)
Ramipril,ACEI,11413711000001104,Ramipril 10mg tablets (Pliva Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,11413811000001107,Ramipril 2.5mg tablets (Pliva Pharma Ltd) (product)
Ramipril,ACEI,11413911000001102,Ramipril 2.5mg tablets (Pliva Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,11414011000001104,Ramipril 5mg tablets (Pliva Pharma Ltd) (product)
Ramipril,ACEI,11414111000001103,Ramipril 5mg tablets (Pliva Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Ramipril,ACEI,11533411000001106,Ramipril 1.25mg tablets (Sandoz Ltd) (product)
Ramipril,ACEI,11533511000001105,Ramipril 1.25mg tablets (Sandoz Ltd) 28 tablet (product)
Ramipril,ACEI,11533611000001109,Ramipril 2.5mg tablets (Sandoz Ltd) (product)
Ramipril,ACEI,11533711000001100,Ramipril 2.5mg tablets (Sandoz Ltd) 28 tablet (product)
Ramipril,ACEI,11533811000001108,Ramipril 5mg tablets (Sandoz Ltd) (product)
Ramipril,ACEI,11533911000001103,Ramipril 5mg tablets (Sandoz Ltd) 28 tablet (product)
Ramipril,ACEI,11534011000001100,Ramipril 10mg tablets (Sandoz Ltd) (product)
Ramipril,ACEI,11534111000001104,Ramipril 10mg tablets (Sandoz Ltd) 28 tablet (product)
Ramipril,ACEI,12992811000001101,Ramipril 750micrograms/5ml oral suspension 1 ml (product)
Ramipril,ACEI,12992911000001106,Ramipril 750micrograms/5ml oral suspension (Special Order) (product)
Ramipril,ACEI,12993011000001103,Ramipril 750micrograms/5ml oral suspension (Special Order) 1 ml (product)
Ramipril,ACEI,12993411000001107,Ramipril 750micrograms/5ml oral solution 1 ml (product)
Ramipril,ACEI,12993511000001106,Ramipril 750micrograms/5ml oral solution (Special Order) (product)
Ramipril,ACEI,12993611000001105,Ramipril 750micrograms/5ml oral solution (Special Order) 1 ml (product)
Ramipril,ACEI,13013311000001103,Ramipril 750micrograms/5ml oral solution (product)
